student_id,branch_id,cgpa,active_backlogs,has_internship,gender,current_degree,internship_count,resume_score,coding_score,communication_score,placement_status,graduation_year
ST4117,2,9.98,0,True,Female,B.Tech,0,99,100,71,Eligible,2027
ST4118,2,7.99,0,True,Female,B.Tech,1,85,72,78,Eligible,2027
ST4119,2,6.73,0,False,Male,B.Tech,0,61,64,71,Eligible,2027
ST4120,3,7.35,0,False,Male,B.Tech,1,81,64,99,Eligible,2027
ST4121,4,8.75,0,False,Male,B.Tech,0,85,84,86,Eligible,2027
ST4122,4,7.23,0,True,Female,B.Tech,1,82,64,78,Eligible,2027
ST4123,3,9.42,0,False,Female,B.Tech,0,97,93,92,Eligible,2027
ST4124,1,7.14,0,False,Female,B.Tech,0,72,65,91,Eligible,2027
ST4125,1,6.17,0,True,Female,B.Tech,0,61,68,83,Eligible,2027
ST4126,1,7.73,0,False,Male,B.Tech,0,82,84,99,Eligible,2027
ST4127,1,6.83,1,True,Male,B.Tech,0,65,63,88,Eligible,2027
ST4128,3,9.11,0,False,Male,B.Tech,0,98,90,92,Eligible,2027
ST4129,1,8.56,0,False,Female,B.Tech,1,93,95,53,Eligible,2027
ST4130,3,7.38,0,False,Female,B.Tech,1,67,78,90,Eligible,2027
ST4131,4,8.62,0,True,Male,B.Tech,1,85,93,76,Eligible,2027
ST4132,5,8.62,0,False,Female,B.Tech,0,89,87,57,Eligible,2027
ST4133,4,8.13,0,False,Female,B.Tech,0,84,82,76,Eligible,2027
ST4134,4,6.64,0,True,Male,B.Tech,0,71,63,87,Eligible,2027
ST4135,3,9.66,0,False,Male,B.Tech,1,94,100,77,Eligible,2027
ST4136,2,9.47,0,False,Male,B.Tech,1,87,91,68,Eligible,2027
ST4137,4,6.67,0,False,Male,B.Tech,1,62,70,62,Eligible,2027
ST4138,2,6.39,0,False,Female,B.Tech,0,59,54,76,Eligible,2027
ST4139,3,6.58,0,True,Male,B.Tech,1,66,62,56,Eligible,2027
ST4140,2,9.8,0,False,Male,B.Tech,1,100,96,95,Eligible,2027
ST4141,1,8.02,0,False,Female,B.Tech,1,79,78,93,Eligible,2027
ST4142,4,8.55,0,False,Male,B.Tech,0,77,81,95,Eligible,2027
ST4143,5,8.56,0,False,Female,B.Tech,0,89,87,71,Eligible,2027
ST4144,4,7.42,0,False,Female,B.Tech,0,75,74,92,Eligible,2027
ST4145,1,7.87,0,True,Female,B.Tech,0,78,87,78,Eligible,2027
ST4146,3,7.77,0,False,Female,B.Tech,0,73,81,64,Eligible,2027
ST4147,1,6.09,0,True,Female,B.Tech,0,62,50,100,Eligible,2027
ST4148,5,6.44,0,True,Male,B.Tech,0,72,59,93,Eligible,2027
ST4149,5,6.06,0,True,Female,B.Tech,0,60,63,62,Eligible,2027
ST4150,3,7.49,0,True,Female,B.Tech,1,72,79,70,Eligible,2027
ST4151,5,9.89,0,False,Female,B.Tech,0,99,100,50,Eligible,2027
ST4152,3,8.23,0,False,Male,B.Tech,0,78,83,76,Eligible,2027
ST4153,1,7.86,0,False,Male,B.Tech,2,80,85,91,Eligible,2027
ST4154,5,8.83,0,False,Female,B.Tech,1,89,85,67,Eligible,2027
ST4155,5,6.71,0,False,Female,B.Tech,2,60,65,95,Eligible,2027
ST4156,3,7.21,0,False,Female,B.Tech,0,65,66,72,Eligible,2027
ST4157,1,6.04,0,True,Male,B.Tech,0,73,63,69,Eligible,2027
ST4158,4,8.36,0,True,Male,B.Tech,0,91,77,85,Eligible,2027
ST4159,4,9.57,0,False,Male,B.Tech,1,100,87,90,Eligible,2027
ST4160,2,6.59,0,True,Female,B.Tech,0,62,69,80,Eligible,2027
ST4161,1,9.74,0,True,Male,B.Tech,0,99,94,71,Eligible,2027
ST4162,4,7.35,0,False,Female,B.Tech,0,66,65,55,Eligible,2027
ST4163,4,7.14,0,False,Female,B.Tech,0,63,64,77,Eligible,2027
ST4164,1,8.6,0,True,Male,B.Tech,0,93,93,77,Eligible,2027
ST4165,5,9.42,0,False,Male,B.Tech,0,100,89,63,Eligible,2027
ST4166,5,9.83,0,False,Female,B.Tech,0,95,100,86,Eligible,2027
ST4167,2,9.73,0,False,Male,B.Tech,0,93,92,84,Eligible,2027
ST4168,5,9.21,0,True,Male,B.Tech,0,100,89,82,Eligible,2027
ST4169,3,7.45,0,False,Male,B.Tech,1,67,73,86,Eligible,2027
ST4170,3,6.64,0,False,Male,B.Tech,0,62,69,61,Eligible,2027
ST4171,5,9.71,0,False,Male,B.Tech,0,95,93,70,Eligible,2027
ST4172,1,6.36,0,False,Female,B.Tech,0,69,68,98,Eligible,2027
ST4173,3,9.65,0,False,Female,B.Tech,1,88,89,61,Eligible,2027
ST4174,5,8.57,0,True,Female,B.Tech,1,98,87,67,Eligible,2027
ST4175,4,7.37,1,True,Female,B.Tech,0,84,77,98,Eligible,2027
ST4176,3,7.49,0,False,Male,B.Tech,0,69,65,63,Eligible,2027
ST4177,2,9.24,0,True,Male,B.Tech,1,92,100,52,Eligible,2027
ST4178,5,8.82,0,True,Male,B.Tech,0,100,91,62,Eligible,2027
ST4179,4,7.45,0,False,Female,B.Tech,1,81,74,89,Eligible,2027
ST4180,5,8.66,0,False,Female,B.Tech,1,90,87,64,Eligible,2027
ST4181,1,6.8,0,False,Male,B.Tech,0,60,63,91,Eligible,2027
ST4182,2,7.64,0,True,Female,B.Tech,0,81,82,65,Eligible,2027
ST4183,2,8.36,0,False,Female,B.Tech,0,78,92,92,Eligible,2027
ST4184,4,7.47,0,True,Male,B.Tech,0,83,80,80,Eligible,2027
ST4185,5,6.93,1,True,Male,B.Tech,0,80,73,51,Eligible,2027
ST4186,3,8.81,0,False,Male,B.Tech,0,95,83,57,Eligible,2027
ST4187,5,9.83,0,False,Male,B.Tech,0,90,100,66,Eligible,2027
ST4188,3,8.67,0,False,Male,B.Tech,0,90,81,50,Eligible,2027
ST4189,5,7.08,0,False,Male,B.Tech,0,70,61,53,Eligible,2027
ST4190,3,7.52,0,False,Male,B.Tech,0,80,72,54,Eligible,2027
ST4191,2,6.12,0,True,Female,B.Tech,0,68,67,95,Eligible,2027
ST4192,5,7.83,0,False,Female,B.Tech,1,80,74,80,Eligible,2027
ST4193,1,8.65,0,False,Female,B.Tech,0,86,91,99,Eligible,2027
ST4194,4,8.09,0,False,Female,B.Tech,0,81,83,61,Eligible,2027
ST4195,4,8.17,0,False,Male,B.Tech,0,85,91,65,Eligible,2027
ST4196,3,9.62,1,False,Male,B.Tech,1,88,100,59,Eligible,2027
ST4197,2,7.32,0,True,Female,B.Tech,0,85,67,51,Eligible,2027
ST4198,1,9.2,0,True,Male,B.Tech,0,100,92,64,Eligible,2027
ST4199,1,9.95,0,False,Male,B.Tech,0,100,100,95,Eligible,2027
ST4200,3,7.25,0,False,Male,B.Tech,0,72,74,92,Eligible,2027
ST4201,5,8.52,0,False,Male,B.Tech,0,93,87,66,Eligible,2027
ST4202,5,7.17,0,False,Male,B.Tech,1,70,67,85,Eligible,2027
ST4203,3,8.18,0,False,Female,B.Tech,0,82,73,88,Eligible,2027
ST4204,4,7.67,0,False,Female,B.Tech,0,68,75,55,Eligible,2027
ST4205,3,7.17,0,False,Male,B.Tech,0,77,72,72,Eligible,2027
ST4206,4,8.31,0,True,Male,B.Tech,0,80,75,100,Eligible,2027
ST4207,1,7.1,0,False,Male,B.Tech,0,77,67,80,Eligible,2027
ST4208,3,7.83,2,False,Male,B.Tech,1,74,71,59,Eligible,2027
ST4209,4,8.33,0,False,Male,B.Tech,0,79,77,66,Eligible,2027
ST4210,3,8.44,0,True,Female,B.Tech,1,94,79,86,Eligible,2027
ST4211,1,6.77,0,False,Female,B.Tech,0,65,64,90,Eligible,2027
ST4212,5,8.53,0,True,Female,B.Tech,0,98,85,83,Eligible,2027
ST4213,1,7.5,0,True,Male,B.Tech,1,87,71,83,Eligible,2027
ST4214,2,7.22,0,False,Female,B.Tech,0,78,80,74,Eligible,2027
ST4215,5,7.61,0,False,Male,B.Tech,0,81,73,94,Eligible,2027
ST4216,1,9.77,1,False,Male,B.Tech,0,100,90,94,Eligible,2027
ST4217,3,8.33,0,False,Female,B.Tech,0,80,79,88,Eligible,2027
ST4218,2,9.51,0,False,Female,B.Tech,0,87,86,86,Eligible,2027
ST4219,5,7.54,0,False,Female,B.Tech,0,72,85,92,Eligible,2027
ST4220,4,6.39,0,False,Male,B.Tech,0,56,63,100,Eligible,2027
ST4221,1,7.43,0,False,Female,B.Tech,1,75,74,68,Eligible,2027
ST4222,3,6.61,0,True,Male,B.Tech,0,69,63,73,Eligible,2027
ST4223,1,7.59,0,False,Female,B.Tech,0,77,84,74,Eligible,2027
ST4224,4,9.93,0,True,Female,B.Tech,1,100,99,65,Eligible,2027
ST4225,3,7.99,1,False,Male,B.Tech,0,71,85,84,Eligible,2027
ST4226,2,6.29,0,True,Male,B.Tech,1,73,67,70,Eligible,2027
ST4227,4,7.4,0,False,Female,B.Tech,1,71,64,86,Eligible,2027
ST4228,3,6.51,0,False,Male,B.Tech,0,67,74,96,Eligible,2027
ST4229,4,8.32,0,False,Female,B.Tech,0,78,89,92,Eligible,2027
ST4230,2,9.64,0,False,Female,B.Tech,0,98,100,95,Eligible,2027
ST4231,5,7.12,2,True,Male,B.Tech,0,79,69,65,Eligible,2027
ST4232,2,7.27,0,False,Female,B.Tech,1,65,74,70,Eligible,2027
ST4233,4,7.21,0,False,Female,B.Tech,0,75,65,72,Eligible,2027
ST4234,2,7.75,0,False,Female,B.Tech,0,77,71,98,Eligible,2027
ST4235,2,8.56,0,False,Female,B.Tech,0,92,93,76,Eligible,2027
ST4236,1,6.14,0,False,Female,B.Tech,0,53,56,97,Eligible,2027
ST4237,3,7.51,0,False,Female,B.Tech,0,72,78,80,Eligible,2027
ST4238,4,9.06,0,False,Male,B.Tech,0,87,87,88,Eligible,2027
ST4239,5,6.04,0,False,Female,B.Tech,0,58,59,88,Eligible,2027
ST4240,4,7.62,0,True,Male,B.Tech,0,75,85,71,Eligible,2027
ST4241,5,6.39,1,True,Male,B.Tech,1,75,71,77,Eligible,2027
ST4242,3,6.58,1,False,Male,B.Tech,0,71,71,82,Eligible,2027
ST4243,4,9.2,0,False,Male,B.Tech,0,88,100,100,Eligible,2027
ST4244,2,6.24,0,True,Male,B.Tech,0,73,54,67,Eligible,2027
ST4245,4,7.0,0,True,Male,B.Tech,1,75,65,67,Eligible,2027
ST4246,5,9.57,0,True,Female,B.Tech,0,100,100,73,Eligible,2027
ST4247,5,9.05,0,True,Female,B.Tech,0,88,81,79,Eligible,2027
ST4248,4,8.55,0,False,Male,B.Tech,0,88,76,76,Eligible,2027
ST4249,5,9.77,1,False,Female,B.Tech,1,93,100,67,Eligible,2027
ST4250,4,9.49,0,False,Male,B.Tech,0,96,91,57,Eligible,2027
ST4251,2,8.05,0,False,Female,B.Tech,0,74,90,64,Eligible,2027
ST4252,2,9.8,0,False,Female,B.Tech,0,99,91,94,Eligible,2027
ST4253,1,9.59,0,False,Female,B.Tech,0,90,88,73,Eligible,2027
ST4254,2,7.47,0,False,Female,B.Tech,0,68,69,75,Eligible,2027
ST4255,5,6.78,0,False,Male,B.Tech,0,69,60,75,Eligible,2027
ST4256,4,6.15,0,True,Male,B.Tech,1,69,60,58,Eligible,2027
ST4257,2,8.7,0,False,Female,B.Tech,2,87,91,81,Eligible,2027
ST4258,4,8.08,0,False,Male,B.Tech,0,77,87,78,Eligible,2027
ST4259,2,8.4,0,False,Female,B.Tech,0,80,76,78,Eligible,2027
ST4260,2,9.0,0,False,Male,B.Tech,0,95,84,99,Eligible,2027
ST4261,4,7.96,0,False,Female,B.Tech,0,83,86,59,Eligible,2027
ST4262,4,6.62,0,False,Male,B.Tech,0,74,69,66,Eligible,2027
ST4263,3,7.64,0,False,Male,B.Tech,0,79,81,65,Eligible,2027
ST4264,4,6.62,0,False,Male,B.Tech,0,69,68,78,Eligible,2027
ST4265,3,8.75,0,False,Male,B.Tech,1,86,77,84,Eligible,2027
ST4266,1,7.7,0,False,Male,B.Tech,0,85,82,75,Eligible,2027
ST4267,3,6.89,0,True,Male,B.Tech,0,73,60,88,Eligible,2027
ST4268,3,8.63,0,False,Female,B.Tech,0,92,95,59,Eligible,2027
ST4269,4,8.67,0,False,Female,B.Tech,0,79,88,77,Eligible,2027
ST4270,1,8.6,0,False,Male,B.Tech,0,91,92,79,Eligible,2027
ST4271,5,6.47,0,False,Female,B.Tech,0,67,74,87,Eligible,2027
ST4272,5,7.17,0,True,Female,B.Tech,0,82,68,65,Eligible,2027
ST4273,5,7.76,0,True,Male,B.Tech,0,88,72,95,Eligible,2027
ST4274,3,9.22,1,False,Female,B.Tech,0,100,83,75,Eligible,2027
ST4275,3,7.32,0,False,Female,B.Tech,0,73,68,56,Eligible,2027
ST4276,4,6.1,0,True,Female,B.Tech,1,66,58,68,Eligible,2027
ST4277,2,8.38,0,True,Female,B.Tech,1,93,86,84,Eligible,2027
ST4278,1,8.73,0,False,Female,B.Tech,2,83,84,79,Eligible,2027
ST4279,2,6.77,0,True,Female,B.Tech,0,65,59,71,Eligible,2027
ST4280,3,6.79,0,True,Male,B.Tech,0,71,60,84,Eligible,2027
ST4281,4,8.82,0,False,Male,B.Tech,0,80,85,57,Eligible,2027
ST4282,2,7.58,0,False,Female,B.Tech,0,69,67,69,Eligible,2027
ST4283,5,6.19,0,False,Male,B.Tech,0,61,59,66,Eligible,2027
ST4284,2,6.63,0,False,Female,B.Tech,0,72,65,70,Eligible,2027
ST4285,1,7.42,0,True,Male,B.Tech,0,82,75,69,Eligible,2027
ST4286,1,8.03,0,True,Male,B.Tech,1,83,87,80,Eligible,2027
ST4287,2,7.9,0,False,Male,B.Tech,0,85,77,90,Eligible,2027
ST4288,5,7.3,2,False,Male,B.Tech,0,78,79,100,Eligible,2027
ST4289,4,9.62,0,False,Male,B.Tech,0,94,95,92,Eligible,2027
ST4290,5,6.41,0,False,Female,B.Tech,1,70,71,77,Eligible,2027
ST4291,3,9.49,1,False,Female,B.Tech,0,90,98,63,Eligible,2027
ST4292,3,8.66,0,False,Male,B.Tech,0,87,85,58,Eligible,2027
ST4293,1,7.92,0,False,Male,B.Tech,0,79,78,56,Eligible,2027
ST4294,4,9.33,0,False,Female,B.Tech,0,95,100,79,Eligible,2027
ST4295,2,7.09,0,False,Female,B.Tech,1,67,68,53,Eligible,2027
ST4296,3,7.75,0,True,Male,B.Tech,1,86,87,56,Eligible,2027
ST4297,2,9.48,0,False,Male,B.Tech,0,99,99,72,Eligible,2027
ST4298,5,6.2,0,True,Female,B.Tech,0,72,61,54,Eligible,2027
ST4299,1,8.43,0,True,Male,B.Tech,0,84,84,86,Eligible,2027
ST4300,4,9.68,2,True,Male,B.Tech,1,100,91,69,Eligible,2027
ST4301,1,8.71,0,True,Female,B.Tech,0,94,83,80,Eligible,2027
ST4302,4,6.04,0,False,Male,B.Tech,0,59,69,60,Eligible,2027
ST4303,4,6.9,0,True,Female,B.Tech,1,80,61,96,Eligible,2027
ST4304,5,9.19,0,False,Female,B.Tech,2,88,90,63,Eligible,2027
ST4305,1,7.81,0,False,Female,B.Tech,1,77,73,60,Eligible,2027
ST4306,5,8.3,0,False,Female,B.Tech,0,76,80,91,Eligible,2027
ST4307,5,6.87,0,False,Male,B.Tech,0,69,75,66,Eligible,2027
ST4308,3,8.2,0,False,Male,B.Tech,1,86,87,95,Eligible,2027
ST4309,5,8.98,0,False,Female,B.Tech,0,86,83,75,Eligible,2027
ST4310,2,7.64,0,False,Male,B.Tech,0,77,78,70,Eligible,2027
ST4311,1,9.89,0,False,Male,B.Tech,0,99,100,68,Eligible,2027
ST4312,5,6.64,0,True,Female,B.Tech,0,73,57,76,Eligible,2027
ST4313,5,7.02,0,True,Female,B.Tech,0,73,65,56,Eligible,2027
ST4314,4,6.68,0,False,Male,B.Tech,0,62,65,54,Eligible,2027
ST4315,5,6.75,0,True,Male,B.Tech,1,67,69,92,Eligible,2027
ST4316,3,7.25,0,False,Male,B.Tech,1,73,76,97,Eligible,2027
ST4317,3,6.01,0,False,Female,B.Tech,1,62,60,50,Eligible,2027
ST4318,2,8.07,0,True,Male,B.Tech,1,90,82,83,Eligible,2027
ST4319,4,7.31,0,False,Female,B.Tech,0,74,71,69,Eligible,2027
ST4320,3,6.46,0,True,Female,B.Tech,0,75,74,80,Eligible,2027
ST4321,3,7.65,0,False,Female,B.Tech,0,76,75,77,Eligible,2027
ST4322,4,8.99,0,False,Female,B.Tech,1,84,96,84,Eligible,2027
ST4323,3,8.21,0,False,Female,B.Tech,1,88,72,52,Eligible,2027
ST4324,3,6.55,0,False,Female,B.Tech,0,69,55,77,Eligible,2027
ST4325,3,6.63,0,False,Male,B.Tech,0,72,62,64,Eligible,2027
ST4326,2,7.27,0,True,Male,B.Tech,1,74,71,86,Eligible,2027
ST4327,3,6.68,1,False,Male,B.Tech,1,71,65,71,Eligible,2027
ST4328,2,9.88,0,False,Female,B.Tech,0,98,93,55,Eligible,2027
ST4329,4,9.04,1,False,Male,B.Tech,0,98,92,57,Eligible,2027
ST4330,1,9.6,1,False,Female,B.Tech,0,94,100,64,Eligible,2027
ST4331,1,7.19,0,False,Female,B.Tech,0,71,65,85,Eligible,2027
ST4332,3,6.29,0,True,Female,B.Tech,0,75,55,65,Eligible,2027
ST4333,4,8.83,0,False,Female,B.Tech,0,92,96,95,Eligible,2027
ST4334,2,8.66,0,False,Female,B.Tech,1,88,95,59,Eligible,2027
ST4335,1,6.08,0,True,Female,B.Tech,1,58,63,50,Eligible,2027
ST4336,2,8.25,0,False,Male,B.Tech,1,82,85,54,Eligible,2027
ST4337,3,8.18,0,False,Female,B.Tech,1,86,83,65,Eligible,2027
ST4338,2,7.8,0,False,Female,B.Tech,0,84,76,84,Eligible,2027
ST4339,5,7.41,0,False,Female,B.Tech,0,78,82,86,Eligible,2027
ST4340,2,7.11,0,True,Female,B.Tech,0,74,72,93,Eligible,2027
ST4341,4,7.5,0,True,Female,B.Tech,0,86,70,53,Eligible,2027
ST4342,2,7.8,0,False,Female,B.Tech,0,76,78,69,Eligible,2027
ST4343,4,8.26,0,False,Female,B.Tech,1,78,72,64,Eligible,2027
ST4344,1,6.75,0,False,Female,B.Tech,0,72,71,87,Eligible,2027
ST4345,4,6.67,0,False,Male,B.Tech,0,65,68,73,Eligible,2027
ST4346,1,9.21,0,False,Female,B.Tech,0,97,86,65,Eligible,2027
ST4347,3,8.4,0,False,Male,B.Tech,0,85,87,94,Eligible,2027
ST4348,4,9.59,0,False,Male,B.Tech,0,100,95,65,Eligible,2027
ST4349,2,7.84,0,False,Male,B.Tech,1,84,88,90,Eligible,2027
ST4350,3,6.73,0,False,Female,B.Tech,1,69,58,93,Eligible,2027
ST4351,2,6.64,0,True,Female,B.Tech,0,64,56,98,Eligible,2027
ST4352,4,6.05,0,False,Female,B.Tech,1,57,56,99,Eligible,2027
ST4353,5,7.22,0,True,Female,B.Tech,0,77,75,95,Eligible,2027
ST4354,5,9.54,0,False,Female,B.Tech,0,95,89,87,Eligible,2027
ST4355,2,6.48,0,False,Male,B.Tech,0,60,68,96,Eligible,2027
ST4356,3,8.01,0,True,Female,B.Tech,0,78,77,78,Eligible,2027
ST4357,5,8.43,0,True,Female,B.Tech,0,89,81,88,Eligible,2027
ST4358,4,6.2,0,True,Male,B.Tech,0,75,58,100,Eligible,2027
ST4359,1,8.21,0,True,Female,B.Tech,0,79,91,66,Eligible,2027
ST4360,1,9.73,0,False,Female,B.Tech,0,92,98,55,Eligible,2027
ST4361,4,7.8,0,False,Male,B.Tech,0,71,72,70,Eligible,2027
ST4362,1,7.84,0,False,Male,B.Tech,0,72,85,75,Eligible,2027
ST4363,1,6.96,0,False,Female,B.Tech,2,65,69,88,Eligible,2027
ST4364,3,6.18,2,False,Male,B.Tech,1,55,58,66,Eligible,2027
ST4365,5,9.38,0,False,Male,B.Tech,0,97,97,65,Eligible,2027
ST4366,2,9.33,0,True,Female,B.Tech,2,100,93,60,Eligible,2027
ST4367,2,7.29,1,False,Male,B.Tech,0,75,73,50,Eligible,2027
ST4368,3,9.76,0,False,Male,B.Tech,1,94,100,51,Eligible,2027
ST4369,2,8.94,0,True,Female,B.Tech,1,87,90,56,Eligible,2027
ST4370,1,6.82,0,False,Male,B.Tech,0,73,70,69,Eligible,2027
ST4371,3,6.99,0,True,Female,B.Tech,1,81,59,56,Eligible,2027
ST4372,5,6.4,0,True,Male,B.Tech,1,75,70,100,Eligible,2027
ST4373,1,8.56,0,False,Male,B.Tech,0,90,77,56,Eligible,2027
ST4374,2,6.25,0,False,Male,B.Tech,0,60,60,90,Eligible,2027
ST4375,3,6.28,0,False,Female,B.Tech,1,63,66,58,Eligible,2027
ST4376,3,6.98,0,True,Male,B.Tech,0,80,63,74,Eligible,2027
ST4377,4,9.65,0,True,Male,B.Tech,0,94,95,51,Eligible,2027
ST4378,2,8.75,0,False,Female,B.Tech,0,95,87,69,Eligible,2027
ST4379,3,7.18,0,False,Male,B.Tech,0,71,80,97,Eligible,2027
ST4380,1,7.23,0,True,Female,B.Tech,0,84,65,98,Eligible,2027
ST4381,2,9.56,0,False,Male,B.Tech,1,95,88,96,Eligible,2027
ST4382,2,8.98,0,True,Male,B.Tech,0,98,87,71,Eligible,2027
ST4383,3,7.55,0,True,Male,B.Tech,0,86,74,84,Eligible,2027
ST4384,5,9.29,0,False,Female,B.Tech,1,88,94,91,Eligible,2027
ST4385,1,7.36,0,False,Male,B.Tech,0,67,70,72,Eligible,2027
ST4386,2,7.24,0,False,Female,B.Tech,0,65,63,79,Eligible,2027
ST4387,1,6.57,0,False,Male,B.Tech,0,73,68,96,Eligible,2027
ST4388,2,6.32,0,False,Male,B.Tech,0,64,62,67,Eligible,2027
ST4389,4,8.23,0,False,Male,B.Tech,0,83,81,72,Eligible,2027
ST4390,1,6.22,0,False,Female,B.Tech,0,57,59,99,Eligible,2027
ST4391,1,6.79,0,True,Male,B.Tech,1,64,59,79,Eligible,2027
ST4392,4,7.68,0,True,Female,B.Tech,0,81,70,61,Eligible,2027
ST4393,4,7.77,0,False,Male,B.Tech,0,73,83,89,Eligible,2027
ST4394,4,9.97,0,True,Male,B.Tech,2,96,100,60,Eligible,2027
ST4395,3,7.08,0,False,Female,B.Tech,0,72,64,77,Eligible,2027
ST4396,4,9.43,0,True,Male,B.Tech,2,91,90,86,Eligible,2027
ST4397,2,8.43,0,True,Male,B.Tech,0,81,75,57,Eligible,2027
ST4398,5,8.14,0,True,Male,B.Tech,0,79,78,68,Eligible,2027
ST4399,3,8.87,0,False,Male,B.Tech,1,85,80,81,Eligible,2027
ST4400,5,8.71,0,True,Male,B.Tech,1,100,87,50,Eligible,2027
ST4401,5,7.98,0,True,Male,B.Tech,1,80,70,98,Eligible,2027
ST4402,1,7.39,0,True,Male,B.Tech,0,79,78,79,Eligible,2027
ST4403,1,9.38,0,False,Female,B.Tech,2,85,95,59,Eligible,2027
ST4404,3,8.56,0,True,Male,B.Tech,0,85,80,93,Eligible,2027
ST4405,3,8.83,0,False,Male,B.Tech,0,89,83,76,Eligible,2027
ST4406,1,6.98,0,False,Male,B.Tech,0,68,77,94,Eligible,2027
ST4407,4,9.7,0,True,Female,B.Tech,0,100,100,95,Eligible,2027
ST4408,5,8.94,0,False,Female,B.Tech,0,82,93,50,Eligible,2027
ST4409,1,8.0,0,True,Female,B.Tech,0,86,90,84,Eligible,2027
ST4410,2,7.87,0,False,Female,B.Tech,0,74,88,87,Eligible,2027
ST4411,5,6.62,1,False,Male,B.Tech,0,71,56,88,Eligible,2027
ST4412,2,8.26,0,False,Female,B.Tech,0,88,80,71,Eligible,2027
ST4413,5,9.99,0,False,Female,B.Tech,0,94,100,67,Eligible,2027
ST4414,3,8.86,0,True,Female,B.Tech,0,85,91,84,Eligible,2027
ST4415,4,6.89,0,True,Male,B.Tech,2,71,77,50,Eligible,2027
ST4416,1,6.51,0,False,Female,B.Tech,0,65,75,86,Eligible,2027
ST4417,1,6.7,1,True,Female,B.Tech,0,73,67,93,Eligible,2027
ST4418,1,9.06,0,False,Male,B.Tech,0,85,97,83,Eligible,2027
ST4419,2,6.27,0,False,Male,B.Tech,0,57,70,72,Eligible,2027
ST4420,4,8.6,1,True,Female,B.Tech,1,92,82,62,Eligible,2027
ST4421,2,6.14,0,False,Female,B.Tech,0,69,66,69,Eligible,2027
ST4422,4,7.18,0,False,Female,B.Tech,0,72,70,84,Eligible,2027
ST4423,4,8.49,0,False,Male,B.Tech,0,84,85,65,Eligible,2027
ST4424,4,7.88,0,False,Male,B.Tech,1,84,74,56,Eligible,2027
ST4425,2,6.85,0,False,Male,B.Tech,0,74,78,66,Eligible,2027
ST4426,1,9.75,0,True,Female,B.Tech,0,99,100,52,Eligible,2027
ST4427,1,9.22,0,True,Male,B.Tech,2,98,87,57,Eligible,2027
ST4428,3,6.8,0,True,Female,B.Tech,1,67,62,76,Eligible,2027
ST4429,5,8.8,0,False,Female,B.Tech,0,85,78,82,Eligible,2027
ST4430,2,6.03,0,True,Male,B.Tech,0,59,67,63,Eligible,2027
ST4431,1,7.75,0,False,Female,B.Tech,0,77,87,89,Eligible,2027
ST4432,4,7.11,0,False,Female,B.Tech,0,71,64,95,Eligible,2027
ST4433,4,6.59,0,False,Male,B.Tech,1,69,69,74,Eligible,2027
ST4434,4,9.87,0,True,Female,B.Tech,2,100,95,95,Eligible,2027
ST4435,1,7.59,0,True,Male,B.Tech,0,83,85,94,Eligible,2027
ST4436,4,9.64,0,True,Female,B.Tech,0,93,93,70,Eligible,2027
ST4437,5,7.83,0,False,Male,B.Tech,0,76,83,57,Eligible,2027
ST4438,4,6.94,0,True,Male,B.Tech,0,72,64,86,Eligible,2027
ST4439,4,7.84,0,True,Male,B.Tech,0,77,69,77,Eligible,2027
ST4440,3,9.54,0,True,Male,B.Tech,0,96,93,86,Eligible,2027
ST4441,4,9.19,0,False,Female,B.Tech,1,96,100,66,Eligible,2027
ST4442,2,6.27,0,False,Male,B.Tech,1,70,57,82,Eligible,2027
ST4443,5,8.6,0,False,Male,B.Tech,0,85,94,50,Eligible,2027
ST4444,5,6.79,0,True,Male,B.Tech,1,73,57,52,Eligible,2027
ST4445,3,9.91,1,False,Male,B.Tech,1,100,96,59,Eligible,2027
ST4446,5,8.56,0,False,Male,B.Tech,0,92,76,82,Eligible,2027
ST4447,3,8.31,1,False,Female,B.Tech,1,83,84,91,Eligible,2027
ST4448,4,8.53,0,False,Male,B.Tech,1,92,88,58,Eligible,2027
ST4449,3,7.0,0,False,Male,B.Tech,0,78,76,57,Eligible,2027
ST4450,3,9.5,0,False,Female,B.Tech,1,94,94,93,Eligible,2027
ST4451,5,8.41,0,True,Male,B.Tech,0,82,84,97,Eligible,2027
ST4452,5,8.87,0,True,Male,B.Tech,0,96,85,53,Eligible,2027
ST4453,4,6.35,0,True,Female,B.Tech,1,72,66,88,Eligible,2027
ST4454,2,7.77,0,False,Female,B.Tech,0,71,76,93,Eligible,2027
ST4455,3,9.23,1,True,Male,B.Tech,0,100,85,67,Eligible,2027
ST4456,1,7.5,0,False,Male,B.Tech,1,77,75,100,Eligible,2027
ST4457,1,9.62,0,False,Male,B.Tech,0,98,88,64,Eligible,2027
ST4458,1,7.12,0,False,Female,B.Tech,0,78,65,89,Eligible,2027
ST4459,1,9.14,0,True,Female,B.Tech,1,99,81,57,Eligible,2027
ST4460,4,7.41,1,False,Male,B.Tech,0,71,69,73,Eligible,2027
ST4461,5,7.43,0,False,Male,B.Tech,0,82,64,72,Eligible,2027
ST4462,1,8.86,0,False,Male,B.Tech,0,89,92,73,Eligible,2027
ST4463,5,8.21,0,False,Female,B.Tech,0,79,74,74,Eligible,2027
ST4464,4,8.03,0,False,Male,B.Tech,1,72,89,60,Eligible,2027
